	1	9.30964406271	-30.2368927062	-19.3096440627
	2	-20.0000000007	42.4264068712	19.9999999993
	3	-8.04737854124	-5.3290705182e-15	-22.189514165
	4	-2.07106781186	0.0	12.0710678119
	5	-11.4991582024	7.07106777785	-21.4991582505
	6	-12.8033008589	-15.1776695297	22.8033008589
	7	32.0710678127	-35.3553390582	-17.928932189
	8	6.66666657976	-23.5702260383	-6.66666675186
	9	-35.3553390593	-10.0	-35.3553390593
	10	-15.732233047	-25.1776695297	5.73223304703
	11	12.1548220314	20.1184463531	-2.15482203136
	12	-23.3333333525	18.8561808304	23.3333333125
	13	-22.189514165	-2.6645352591e-15	-8.04737854124
	14	30.3553390598	7.07106781258	40.3553390588
	15	32.3079605181	-2.96059473233e-15	18.1658248943
	16	16.6666667519	-9.42809041461	-16.6666665798
	17	-28.2842712475	-5.3290705182e-15	-42.4264068712
	18	16.3807118746	-20.2368927062	-26.3807118746
	19	35.3553390593	-10.0	35.3553390593
	20	-32.0710678124	-35.3553390586	17.9289321886
	21	16.4644660941	-40.3553390593	-26.4644660941
	22	12.0710678119	-7.1054273576e-15	-2.07106781186
	23	9.22588984322	10.1184463531	-19.2258898432
	24	-9.22588984322	10.1184463531	19.2258898432
	25	15.1184463531	10.0	15.1184463531
	26	-15.1184463531	10.0	-15.1184463531
	27	-25.2368927062	-10.0	-25.2368927062
	28	-25.2368927062	10.0	-25.2368927062
	29	11.4991581838	-7.07106775133	21.4991582694
	30	15.1184463531	-10.0	15.1184463531
	31	-15.1184463531	-10.0	-15.1184463531
	32	-6.66666658361	23.5702260384	6.66666674803
	33	9.22588984322	-10.1184463531	-19.2258898432
	34	-33.5355339059	-30.3553390593	23.5355339059
	35	-26.4644660941	-40.3553390593	16.4644660941
	36	26.4644660941	40.3553390593	-16.4644660941
	37	20.9272486346	-7.07106780073	30.9272486503
	38	-17.9289321876	-35.35533906	32.0710678114
	39	-26.3807118746	20.2368927062	16.3807118746
	40	-29.9999999993	28.2842712475	30.0000000007
	41	-10.0000000169	-1.2245135305e-15	9.99999998315
	42	28.2842712475	8.881784197e-16	42.4264068712
	43	-12.0710678238	7.07106779501	-2.07106779995
